Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Hispanic?,Sex,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Recidivism - Return to Prison,Days to Recidivism
2014,2017,1,1,1,1,4,0,0,0,0,0
2014,2017,1,1,1,3,3,3,3,0,1,0
2014,2017,0,1,1,1,3,4,5,0,0,429
2014,2017,0,1,1,1,3,0,0,2,0,76
2014,2017,1,1,1,4,3,0,0,0,0,0
2014,2017,1,1,1,1,3,3,3,0,0,0
2014,2017,0,1,1,3,4,0,0,2,1,0
2014,2017,1,1,1,1,1,4,5,0,1,0
2014,2017,0,1,0,3,6,4,5,0,0,288
2014,2017,1,1,1,1,4,1,1,2,0,0
2014,2017,0,1,1,3,0,0,7,0,0,0
2014,2017,1,1,1,1,1,4,5,0,0,967
2014,2017,1,1,1,1,1,4,5,0,0,0
2014,2017,1,1,1,3,4,0,0,2,0,0
2014,2017,0,1,1,3,6,4,5,0,1,0
2014,2017,1,1,1,3,3,4,23,0,1,48
2014,2017,1,1,1,1,1,4,5,0,1,0
2014,2017,0,1,1,1,3,0,0,0,1,412
2014,2017,0,1,0,3,3,1,1,0,0,0
2014,2017,0,1,0,4,1,4,5,0,0,0
2014,2017,0,1,1,4,0,4,5,0,0,0
2014,2017,0,1,1,4,0,4,5,0,0,0
2014,2017,1,1,1,1,1,0,7,0,1,939
2014,2017,1,1,1,4,6,4,5,2,0,247
2014,2017,0,1,1,3,4,1,18,0,0,0
2014,2017,1,1,0,3,1,4,5,0,0,0
2014,2017,1,1,1,1,3,1,16,2,0,0
2014,2017,0,1,1,1,1,0,0,0,1,0
2014,2017,0,1,1,1,4,4,23,0,1,0
2014,2017,0,1,1,4,4,0,0,2,0,0
2014,2017,0,1,0,1,0,4,5,2,0,719
2014,2017,0,1,1,1,4,1,15,2,0,474
2014,2017,1,1,1,3,6,4,5,0,0,685
2014,2017,0,1,1,1,1,3,3,2,0,860
2014,2017,1,1,1,1,3,3,9,2,0,0
2014,2017,0,0,1,3,1,0,0,2,0,0
2014,2017,0,1,1,1,4,3,9,2,0,0
2014,2017,0,1,1,1,6,4,5,0,1,0
2014,2017,0,1,0,3,1,3,19,2,1,882
2014,2017,0,1,1,1,3,1,1,0,0,0
2014,2017,0,1,1,1,3,3,8,0,1,0
2014,2017,1,1,1,1,1,4,5,2,0,0
2014,2017,0,1,1,3,3,3,8,0,0,0
2014,2017,0,1,1,1,6,6,22,0,0,267
2014,2017,0,1,1,1,4,4,23,0,1,435
2014,2017,0,1,1,3,3,4,5,0,0,0
2014,2017,0,1,1,1,3,3,8,0,1,0
2014,2017,0,1,0,1,1,4,5,0,1,0
2014,2017,1,1,0,3,6,4,5,0,1,0
2014,2017,0,1,1,3,4,1,18,2,1,0
2014,2017,0,1,1,5,3,1,1,0,0,0
2014,2017,0,1,1,1,4,3,9,2,0,0
2014,2017,0,1,1,3,3,6,22,2,0,0
2014,2017,1,1,1,5,1,0,7,0,1,773
2014,2017,1,1,1,1,3,3,8,2,0,649
2014,2017,1,1,1,4,1,0,23,2,0,0
2014,2017,1,1,0,3,3,4,5,0,1,275
2014,2017,0,1,1,1,3,4,23,0,1,0
2014,2017,0,0,1,4,1,0,6,2,0,0
2014,2017,0,1,0,3,6,6,22,0,1,0
2014,2017,0,0,0,3,3,1,1,0,0,166
2014,2017,3,1,1,1,1,3,3,0,1,0
2014,2017,0,1,1,4,4,0,0,2,1,190
2014,2017,0,1,0,4,6,6,22,0,0,450
2014,2017,0,1,1,1,4,0,0,2,1,1007
2014,2017,0,1,1,3,0,4,5,0,1,1044
2014,2017,1,1,1,3,0,0,7,0,0,0
2014,2017,1,1,1,3,1,4,5,0,1,0
2014,2017,1,1,1,5,3,0,0,2,0,0
2014,2017,1,1,0,3,1,3,3,0,1,700
2014,2017,0,1,0,3,3,0,0,0,0,0
2014,2017,0,1,1,1,0,4,5,2,0,0
2014,2017,0,1,1,4,6,4,5,0,1,455
2014,2017,1,1,1,1,3,3,3,0,1,1042
2014,2017,0,1,1,4,1,4,5,0,0,0
2014,2017,1,1,1,1,1,4,5,2,0,306
2014,2017,0,1,1,3,1,4,5,0,0,0
2014,2017,0,1,1,3,1,3,9,0,1,906
2014,2017,0,1,1,1,3,4,11,0,0,968
2014,2017,0,1,1,1,3,1,1,2,0,0
2014,2017,0,1,1,1,3,1,23,0,1,1066
2014,2017,0,1,1,1,3,3,9,2,0,707
2014,2017,0,1,1,4,3,1,1,0,0,0
2014,2017,0,1,1,1,1,4,5,0,0,631
2014,2017,1,1,1,1,1,0,10,2,0,0
2014,2017,0,1,1,1,1,4,5,0,1,728
2014,2017,0,1,1,1,1,0,10,0,1,0
2014,2017,1,1,1,1,3,0,0,2,0,0
2014,2017,1,1,1,1,3,4,5,0,1,81
2014,2017,0,1,1,1,1,0,0,2,0,194
2014,2017,0,1,0,3,6,4,5,0,0,0
2014,2017,0,1,1,1,3,0,6,2,0,0
2014,2017,0,1,1,3,4,0,7,0,0,0
2014,2017,0,0,1,1,1,4,5,2,1,632
2014,2017,0,1,1,3,3,3,8,0,0,0
2014,2017,1,1,1,3,4,0,0,2,0,0
2014,2017,0,1,1,1,3,3,3,0,0,1080
2014,2017,1,1,1,5,1,4,5,0,0,0
2014,2017,1,1,1,5,3,3,3,2,0,0
2014,2017,0,1,1,1,4,1,23,2,1,0
2014,2017,0,1,1,1,1,4,5,0,0,0
2014,2017,1,1,1,1,3,4,11,2,0,653
2014,2017,1,1,1,3,1,4,5,2,0,344
2014,2017,0,1,1,1,3,1,23,2,0,0
2014,2017,0,1,1,1,6,6,22,0,1,203
2014,2017,1,1,1,1,6,0,6,2,1,0
2014,2017,0,1,0,1,3,1,1,0,0,0
2014,2017,1,1,0,1,6,6,22,0,1,0
2014,2017,0,1,1,1,3,4,23,2,0,0
2014,2017,0,1,1,1,3,1,23,0,0,635
2014,2017,4,1,0,4,1,3,9,0,0,0
2014,2017,0,1,1,4,6,4,5,0,0,0
2014,2017,0,1,1,3,3,3,3,0,0,0
2014,2017,0,1,1,1,1,3,3,2,0,0
2014,2017,1,1,0,1,6,4,5,0,0,0
2014,2017,0,1,1,5,3,3,9,0,0,393
2014,2017,0,1,1,1,3,1,23,2,0,0
2014,2017,0,1,1,1,3,0,0,2,1,0
2014,2017,0,1,1,5,1,4,5,0,1,0
2014,2017,0,1,1,3,1,4,5,0,1,0
2014,2017,0,1,1,1,1,4,5,0,0,335
2014,2017,0,1,1,1,1,4,5,0,1,211
2014,2017,0,1,0,3,6,4,5,0,1,0
2014,2017,0,0,1,1,4,3,8,0,1,144
2014,2017,0,1,1,3,3,1,1,2,0,0
2014,2017,0,1,1,4,4,1,15,2,0,0
2014,2017,0,1,1,5,3,1,23,0,0,0
2014,2017,0,1,1,1,4,4,23,2,0,0
2014,2017,1,1,1,1,1,3,3,0,0,0
2014,2017,1,1,0,3,4,0,0,2,0,0
2014,2017,0,1,1,1,3,3,8,0,1,0
2014,2017,0,1,1,1,3,1,23,0,1,0
2014,2017,0,1,1,4,6,6,22,0,1,0
2014,2017,0,1,1,3,3,3,9,2,0,992
2014,2017,0,1,1,3,1,4,5,0,1,618
2014,2017,0,1,1,4,1,4,5,0,0,153
2014,2017,1,1,1,3,4,3,9,2,0,0
2014,2017,1,1,1,3,3,4,5,0,1,419
2014,2017,1,1,1,3,1,4,5,0,0,728
2014,2017,0,1,1,3,6,0,6,0,1,360
2014,2017,0,1,1,1,3,1,23,0,0,0
2014,2017,0,1,1,5,1,3,9,0,1,0
2014,2017,0,1,1,3,4,0,0,2,0,0
2014,2017,3,1,1,1,3,1,1,0,1,0
2014,2017,0,1,1,3,3,1,1,0,1,0
2014,2017,0,1,1,1,0,4,5,0,0,0
2014,2017,1,1,0,3,3,1,1,2,0,328
2014,2017,1,1,1,1,1,4,5,2,0,832
2014,2017,0,1,1,1,1,4,5,0,1,887
2014,2017,0,0,1,1,6,4,5,2,0,0
2014,2017,0,1,1,1,6,6,22,0,1,99
2014,2017,0,1,1,1,4,1,18,0,1,0
2014,2017,1,1,0,4,6,4,5,2,0,0
2014,2017,1,1,1,3,1,4,5,2,1,749
2014,2017,1,1,1,3,4,4,23,0,0,0
2014,2017,0,0,1,4,1,0,6,2,0,253
2014,2017,0,1,1,1,1,4,5,2,0,0
2014,2017,0,0,1,1,4,1,18,2,1,182
2014,2017,0,1,1,1,4,1,15,2,0,0
2014,2017,0,1,0,1,4,1,1,2,0,323
2014,2017,0,1,1,1,3,1,1,2,0,824
2014,2017,0,1,1,3,1,4,5,0,0,0
2014,2017,0,1,1,4,3,4,5,0,0,0
2014,2017,0,1,1,1,3,0,0,2,1,0
2014,2017,0,1,1,1,4,4,23,2,0,272
2014,2017,0,1,1,3,1,4,5,0,1,0
2014,2017,0,1,1,4,6,6,22,2,0,604
2014,2017,0,1,1,3,6,6,22,0,0,701
2014,2017,0,1,1,1,3,4,23,0,0,0
2014,2017,1,1,1,3,1,0,0,0,1,946
2014,2017,0,1,1,1,3,3,3,2,0,0
2014,2017,1,1,1,3,4,4,23,2,0,0
2014,2017,0,1,1,1,4,3,9,2,0,0
2014,2017,0,1,1,1,3,3,8,2,0,1008
2014,2017,0,0,0,3,3,3,8,2,0,0
2014,2017,0,1,1,3,1,4,5,0,1,0
2014,2017,0,1,1,5,1,4,5,0,1,0
2014,2017,1,1,1,1,1,4,5,2,0,0
2014,2017,0,1,1,1,3,3,19,0,0,0
2014,2017,0,1,1,5,3,4,23,0,1,373
2014,2017,1,1,1,3,3,1,1,0,1,0
2014,2017,0,1,1,3,1,0,6,0,0,238
2014,2017,1,1,1,3,1,4,5,0,1,0
2014,2017,0,1,1,1,3,0,0,2,0,0
2014,2017,0,1,1,3,3,0,0,0,0,0
2014,2017,0,1,1,1,6,4,5,0,0,471
2014,2017,0,1,1,1,3,4,5,0,0,0
2014,2017,0,1,1,1,3,3,9,2,0,0
2014,2017,0,1,1,1,3,3,3,0,1,0
2014,2017,0,1,0,3,6,6,22,0,1,0
2014,2017,0,1,1,3,4,0,0,2,0,0
2014,2017,0,1,1,1,6,4,5,0,0,135
2014,2017,1,1,1,1,6,4,5,0,0,964
2014,2017,1,1,1,1,6,4,5,0,0,0
2014,2017,1,1,1,4,0,4,5,2,0,0
2014,2017,1,1,1,4,6,6,22,0,0,116
2014,2017,1,1,1,3,3,1,1,2,1,238
2014,2017,0,1,1,3,1,4,5,0,1,0
2014,2017,1,1,1,1,1,4,5,0,0,657
2014,2017,1,1,1,1,6,6,22,2,0,0
2014,2017,0,1,0,1,3,3,3,0,1,0
2014,2017,0,1,1,3,3,4,5,0,1,0
2014,2017,1,1,0,4,1,3,3,0,0,0
2014,2017,0,1,1,1,3,3,3,2,0,0
2014,2017,1,1,1,1,6,6,22,2,0,692
2014,2017,1,1,1,3,3,0,0,2,0,507
2014,2017,0,1,1,1,3,3,8,0,1,0
2014,2017,0,1,1,1,3,4,23,0,0,0
2014,2017,1,1,1,3,1,4,5,0,0,0
2014,2017,1,1,1,1,1,4,5,0,0,0
2014,2017,0,0,1,1,1,0,0,0,0,0
2014,2017,0,1,1,1,0,4,5,0,1,0
2014,2017,1,1,1,1,1,3,9,0,0,843
2014,2017,0,1,1,1,1,3,3,0,0,796
2014,2017,0,1,0,1,1,4,5,0,0,0
2014,2017,0,1,1,4,3,4,5,0,0,0
2014,2017,0,1,1,1,3,3,8,0,1,467
2014,2017,0,1,1,1,1,4,5,0,1,256
2014,2017,0,1,1,1,3,3,3,0,1,0
2014,2017,0,1,1,1,1,4,11,0,0,0
2014,2017,1,1,1,1,1,4,5,0,0,0
2014,2017,0,1,1,3,4,1,15,2,0,0
2014,2017,0,1,1,1,1,0,0,0,1,122
2014,2017,1,1,1,1,4,1,18,0,1,0
2014,2017,0,1,0,3,1,4,5,0,1,0
2014,2017,0,0,1,4,3,3,8,2,0,0
2014,2017,0,1,1,1,3,1,18,2,0,0
2014,2017,0,1,1,4,1,4,5,0,1,77
2014,2017,0,1,0,4,3,4,5,2,1,0
2014,2017,0,1,1,3,3,1,18,0,1,0
2014,2017,0,1,1,4,3,0,0,0,1,0
2014,2017,0,1,1,1,6,6,22,0,0,0
2014,2017,0,1,1,1,4,4,5,2,0,83
2014,2017,0,1,1,1,3,4,23,2,0,1078
2014,2017,0,1,1,1,4,0,0,2,0,700
2014,2017,1,1,1,1,3,4,5,0,1,0
2014,2017,0,1,1,1,1,0,6,2,0,0
2014,2017,0,1,1,4,4,0,0,2,0,0
2014,2017,0,1,1,1,3,0,0,0,0,528
2014,2017,1,1,1,1,3,4,5,0,1,950
2014,2017,0,0,1,3,3,3,3,0,0,639
2014,2017,0,1,1,4,3,3,8,0,0,0
2014,2017,0,1,1,1,3,3,3,0,1,0
2014,2017,0,1,1,3,1,3,19,0,1,797
2014,2017,0,0,1,1,3,1,1,0,0,998
2014,2017,0,1,1,1,1,4,5,0,0,218
2014,2017,4,1,1,1,1,4,5,0,1,425
2014,2017,0,1,1,1,3,0,6,0,0,0
2014,2017,0,0,1,1,1,4,5,0,1,0
2014,2017,0,1,1,1,3,1,1,0,1,0
2014,2017,0,1,1,1,1,4,5,0,0,0
2014,2017,1,1,1,3,0,0,7,0,0,852
2014,2017,0,1,1,1,3,3,9,2,0,0
2014,2017,0,1,1,1,3,4,5,0,0,0
2014,2017,0,1,1,1,6,6,22,0,0,0
2014,2017,1,1,1,1,3,3,8,0,0,527
2014,2017,0,1,0,1,1,4,5,0,1,0
2014,2017,1,1,0,1,6,4,5,0,0,0
2014,2017,0,1,1,1,3,1,1,2,0,206
2014,2017,1,1,1,1,6,6,22,0,1,372
2014,2017,1,1,1,3,1,4,5,0,1,0
2014,2017,0,0,0,1,3,1,1,0,1,0
2014,2017,0,1,0,3,3,1,1,0,0,435
2014,2017,0,1,1,1,3,0,6,2,1,0
2014,2017,1,1,1,3,6,4,5,2,0,263
2014,2017,0,1,1,4,1,4,5,0,0,1033
2014,2017,0,0,1,3,3,3,3,0,0,0
2014,2017,0,0,1,1,0,4,5,0,1,0
2014,2017,0,1,1,1,3,3,8,2,0,0
2014,2017,0,1,0,4,3,3,3,0,1,0
2014,2017,0,1,1,1,1,0,0,0,0,0
2014,2017,1,1,0,1,6,6,22,0,1,0
2014,2017,3,1,1,1,6,6,22,2,1,392
2014,2017,0,0,1,3,3,3,3,0,0,0
2014,2017,0,1,1,1,4,6,22,2,1,0
2014,2017,0,1,1,1,4,0,0,0,0,882
2014,2017,0,1,1,1,3,1,1,0,0,320
2014,2017,0,1,1,3,3,3,3,0,0,321
2014,2017,0,1,0,4,4,6,22,2,1,0
2014,2017,0,1,1,1,1,0,6,2,0,515
2014,2017,1,1,1,1,3,0,0,0,1,0
2014,2017,0,1,1,1,0,4,5,2,1,0
2014,2017,0,1,1,1,1,3,9,0,1,0
2014,2017,0,1,1,1,1,4,5,0,1,639
2014,2017,1,1,1,1,1,4,5,0,0,0
2014,2017,0,1,1,1,3,4,11,2,0,716
2014,2017,1,1,1,5,1,3,9,2,0,0
2014,2017,0,1,1,5,4,6,22,2,0,56
2014,2017,0,1,1,4,1,4,5,0,1,116
2014,2017,0,1,1,0,3,4,5,0,0,0
2014,2017,1,1,1,1,1,3,3,0,1,124
2014,2017,0,1,1,0,3,0,6,2,0,0
2014,2017,4,1,1,3,3,3,9,0,1,0
2014,2017,4,1,1,1,3,3,9,0,0,0
2014,2017,0,1,1,1,6,4,5,0,0,368
2014,2017,0,1,1,1,3,3,3,0,0,0
2014,2017,3,1,1,0,4,0,0,0,1,264
2014,2017,0,1,1,3,1,4,5,2,0,288
2014,2017,0,1,1,1,4,1,1,0,1,544
2014,2017,0,1,0,4,3,4,5,2,0,901
2014,2017,0,1,1,3,3,3,3,0,1,0
2014,2017,0,1,1,1,1,4,5,0,1,0
2014,2017,0,1,1,3,3,1,18,2,0,0
2014,2017,0,0,1,1,3,3,8,2,0,0
2014,2017,1,1,1,1,3,0,0,2,0,258
2014,2017,1,1,1,3,1,3,9,0,0,0
2014,2017,1,1,1,3,1,4,5,0,0,452
2014,2017,0,1,1,1,3,1,1,2,0,0
2014,2017,0,1,0,0,3,3,3,0,1,64
2014,2017,0,1,0,0,3,4,5,2,0,0
2014,2017,0,0,1,1,0,4,5,0,0,0
2014,2017,0,1,1,3,3,4,23,0,1,0
2014,2017,0,1,0,1,1,3,3,0,0,153
2014,2017,1,1,0,3,3,3,3,0,1,0
2014,2017,0,1,0,1,3,4,5,2,0,944
2014,2017,0,1,1,5,3,1,23,0,0,0
2014,2017,0,1,0,3,3,3,9,0,0,475
2014,2017,0,1,1,1,3,1,1,0,0,611
2014,2017,4,1,1,1,3,0,0,2,0,0
2014,2017,0,1,1,3,4,4,11,0,0,0
2014,2017,1,1,1,1,1,6,7,2,0,0
2014,2017,0,1,1,1,4,1,23,2,0,0
2014,2017,0,0,1,5,3,0,0,0,0,0
2014,2017,0,1,0,4,3,3,3,0,0,0
2014,2017,0,1,1,0,1,0,6,2,1,350
2014,2017,0,1,1,1,3,4,5,0,1,0
2014,2017,1,1,1,1,3,3,8,2,0,0
2014,2017,1,1,1,1,1,3,3,0,1,232
2014,2017,1,1,1,4,1,3,3,0,1,0
2014,2017,3,1,1,1,1,0,7,0,1,200
2014,2017,3,1,1,0,1,0,7,0,1,0
2014,2017,0,1,1,4,0,4,5,2,0,0
2014,2017,0,1,0,1,0,0,20,2,0,0
2014,2017,0,1,1,1,1,3,3,2,0,0
2014,2017,3,1,1,4,3,1,1,2,0,0
2014,2017,0,0,1,0,3,3,9,2,1,0
2014,2017,1,1,1,0,4,3,19,2,1,0
2014,2017,0,1,0,0,3,0,0,2,0,0
2014,2017,0,1,1,1,3,1,1,0,0,0
2014,2017,0,1,1,0,3,4,23,0,1,0
2014,2017,0,1,1,3,4,3,9,0,1,888
2014,2017,0,1,0,1,4,3,9,2,0,1064
2014,2017,0,0,1,1,0,4,5,2,0,0
2014,2017,1,1,1,0,0,6,22,0,1,211
2014,2017,0,1,1,0,3,0,0,0,1,440
2014,2017,3,1,0,1,3,0,0,0,0,56
2014,2017,0,1,0,1,1,3,9,0,1,541
2014,2017,0,1,1,1,3,3,8,0,1,0
2014,2017,0,1,1,1,3,1,1,0,0,0
2014,2017,0,1,1,1,3,3,3,0,0,0
2014,2017,4,1,1,1,3,3,9,2,0,0
2014,2017,1,1,1,0,1,3,9,0,1,372
2014,2017,0,1,1,1,6,6,22,0,0,1029
2014,2017,1,1,1,3,3,0,0,0,0,0
2014,2017,0,1,1,0,4,0,0,0,1,0
2014,2017,0,1,1,1,4,3,8,2,0,486
2014,2017,0,1,1,1,3,3,3,0,1,28
2014,2017,0,1,1,1,3,3,3,2,0,0
2014,2017,0,1,1,1,1,4,5,0,1,0
2014,2017,1,1,1,0,1,0,0,2,0,189
2014,2017,0,1,1,3,3,3,8,2,0,623
2014,2017,1,1,1,1,3,3,3,0,1,0
2014,2017,1,1,1,1,4,3,8,2,0,139
2014,2017,0,1,1,1,4,6,22,2,1,773
2014,2017,0,0,1,3,1,4,5,0,1,0
2014,2017,1,1,1,1,3,0,0,0,0,0
2014,2017,0,1,0,0,4,0,0,0,0,0
2014,2017,0,1,1,0,1,4,5,0,0,616
2014,2017,0,1,1,5,3,4,5,0,0,0
2014,2017,0,1,1,3,4,0,0,2,0,0
2014,2017,0,1,1,1,4,1,23,0,0,142
2014,2017,0,1,0,1,3,3,3,0,0,0
2014,2017,0,1,0,3,6,0,0,2,0,116
2014,2017,1,1,0,3,4,0,7,2,0,0
2014,2017,0,1,0,1,1,3,3,2,0,273
2014,2017,0,1,1,3,4,3,9,0,0,0
2014,2017,1,1,1,3,3,0,0,2,0,0
2014,2017,0,0,1,1,0,4,5,0,0,175
2014,2017,0,1,1,1,3,1,23,0,1,0
2014,2017,0,1,1,0,3,0,6,2,1,410
2014,2017,1,1,1,1,1,4,5,0,0,649
2014,2017,0,1,1,5,4,0,6,2,1,0
2014,2017,0,1,1,1,4,3,9,0,0,0
2014,2017,0,1,0,3,3,3,8,0,0,0
2014,2017,0,0,1,1,3,0,0,2,0,0
2014,2017,0,1,1,1,1,4,11,0,0,0
2014,2017,1,1,0,0,1,3,9,2,1,0
2014,2017,0,1,1,0,6,6,22,0,1,0
2014,2017,1,1,1,3,3,3,3,0,1,0
2014,2017,0,1,1,0,4,3,9,2,1,0
2014,2017,1,1,1,0,6,0,6,2,0,0
2014,2017,1,1,1,4,1,3,9,0,1,0
2014,2017,0,1,1,1,4,6,22,2,0,0
2014,2017,0,1,0,1,4,0,0,2,0,0
2014,2017,1,1,1,1,4,3,3,2,1,175
2014,2017,0,1,1,1,0,0,20,0,0,84
2014,2017,0,1,1,0,1,4,5,0,1,0
2014,2017,0,1,1,1,3,3,8,0,0,179
2014,2017,0,1,1,0,1,0,6,2,0,0
2014,2017,0,0,1,1,3,0,0,0,0,0
2014,2017,0,1,1,3,4,0,0,2,0,0
2014,2017,0,1,1,1,1,4,5,0,0,0
2014,2017,1,1,1,1,1,4,5,2,0,413
2014,2017,1,1,1,3,1,4,5,0,1,938
2014,2017,0,1,1,0,1,0,6,2,0,471
2014,2017,0,1,1,0,0,4,5,0,1,1079
2014,2017,0,1,1,3,4,6,22,2,1,0
2014,2017,0,1,0,0,3,3,3,0,1,393
2014,2017,1,1,1,3,4,0,0,2,0,0
2014,2017,0,1,1,3,1,4,5,0,0,0
2014,2017,0,1,1,0,3,0,20,0,0,497
2014,2017,0,1,0,4,1,3,3,0,0,0
2014,2017,1,1,1,1,3,3,3,0,0,477
2014,2017,0,1,0,3,4,1,23,0,1,0
2014,2017,0,1,1,4,4,1,18,0,0,0
2014,2017,1,1,0,1,3,4,5,0,0,0
2014,2017,1,1,0,0,1,4,5,0,0,0
2014,2017,1,1,0,4,1,0,10,0,0,0
2014,2017,1,1,1,0,4,1,18,0,0,0
2014,2017,0,1,1,1,1,3,13,2,0,659
2014,2017,0,0,1,4,0,4,5,0,0,0
2014,2017,0,1,1,1,1,4,5,0,1,248
2014,2017,0,1,1,1,3,0,0,0,0,264
2014,2017,0,1,1,4,4,3,9,0,1,402
2014,2017,1,1,1,3,3,0,0,0,1,0
2014,2017,0,1,1,0,3,3,3,2,0,0
2014,2017,0,1,1,0,1,0,6,2,0,0
2014,2017,3,1,1,0,4,0,0,2,0,0
2014,2017,1,1,1,0,1,4,5,0,1,0
2014,2017,1,1,1,1,4,0,0,0,0,802
2014,2017,0,1,1,1,3,3,3,2,0,0
2014,2017,0,1,1,0,0,6,22,2,0,0
2014,2017,0,1,1,1,3,1,1,2,0,0
2014,2017,1,1,1,3,1,4,5,2,0,0
2014,2017,0,1,1,5,3,0,6,2,1,0
2014,2017,0,1,1,5,3,1,1,2,0,0
2014,2017,0,1,0,3,3,3,3,0,0,0
2014,2017,0,1,1,1,0,4,5,0,1,491
2014,2017,0,1,1,1,3,1,18,0,0,0
2014,2017,0,1,1,1,6,0,6,2,0,418
2014,2017,0,0,0,3,4,1,1,2,0,530
2014,2017,0,1,1,0,1,0,7,2,0,0
2014,2017,0,1,1,0,1,3,3,0,0,0
2014,2017,1,1,1,1,1,3,3,0,1,0
2014,2017,1,1,0,1,1,3,13,0,1,805
2014,2017,1,1,0,3,1,3,13,2,0,0
2014,2017,0,1,1,1,0,4,5,2,0,0
2014,2017,0,1,1,3,6,6,22,0,0,0
2014,2017,0,1,1,3,4,0,0,2,0,0
2014,2017,0,1,1,4,3,0,0,0,0,0
2014,2017,1,1,1,1,1,4,5,0,1,91
2014,2017,0,1,1,1,4,3,8,0,1,0
2014,2017,0,1,1,0,3,3,8,0,0,0
2014,2017,0,1,1,3,3,3,9,2,0,625
2014,2017,1,1,1,4,4,0,0,2,1,0
2014,2017,1,1,1,1,4,4,23,2,0,0
2014,2017,0,1,1,1,3,1,1,0,1,0
2014,2017,0,1,1,1,1,0,6,2,0,0
2014,2017,0,1,1,3,3,4,5,2,0,0
2014,2017,0,0,1,1,1,0,20,2,0,434
2014,2017,1,1,1,1,1,3,3,0,1,155
2014,2017,0,1,1,1,1,4,5,0,0,0
2014,2017,0,1,1,1,3,1,1,0,0,0
2014,2017,1,1,1,3,3,3,3,2,0,0
2014,2017,0,1,1,0,1,0,6,2,1,0
2014,2017,0,1,0,3,4,3,9,2,0,0
2014,2017,0,1,1,4,1,4,5,0,0,303
2014,2017,0,1,1,0,4,0,0,2,0,130
2014,2017,0,1,0,4,3,4,5,2,0,0
2014,2017,0,1,1,4,3,1,1,0,0,0
2014,2017,0,1,1,0,3,4,23,0,0,448
2014,2017,0,1,0,1,1,4,5,0,0,0
2014,2017,0,1,1,5,3,3,3,2,0,371
2014,2017,0,1,1,4,1,0,6,2,0,0
2014,2017,1,1,1,1,6,0,6,2,0,0
2014,2017,0,0,1,3,3,1,1,0,0,0
2014,2017,1,1,1,1,4,1,18,0,0,158
2014,2017,0,1,1,0,3,3,3,0,0,0
2014,2017,1,1,0,3,4,0,0,2,0,0
2014,2017,0,1,1,0,6,4,5,0,0,0
2014,2017,0,1,1,1,3,1,18,2,0,614
2014,2017,0,0,1,1,3,1,1,2,0,0
2014,2017,0,1,1,1,3,0,0,0,1,0
2014,2017,0,1,1,4,3,4,5,0,0,0
2014,2017,0,1,1,0,3,0,0,0,1,0
2014,2017,0,0,1,0,1,4,5,0,1,0
2014,2017,0,1,0,3,3,3,9,0,1,0
2014,2017,0,0,0,0,1,0,0,2,0,0
2014,2017,0,0,0,1,4,0,0,2,1,0
2014,2017,0,1,1,0,3,3,8,0,1,0
2014,2017,0,1,1,3,3,3,8,0,1,0
2014,2017,0,0,1,1,1,0,0,2,0,0
2014,2017,0,1,1,1,3,3,9,0,1,0
2014,2017,0,1,1,0,3,3,9,2,0,0
2014,2017,0,1,1,3,4,4,23,2,1,0
2014,2017,0,1,1,1,3,1,1,0,1,0
2014,2017,0,1,1,0,4,3,9,0,0,0
2014,2017,0,1,1,4,4,6,22,2,1,0
2014,2017,0,1,1,1,4,1,23,2,0,595
2014,2017,1,1,1,3,1,0,0,0,0,0
2014,2017,1,1,1,0,3,4,5,0,1,270
2014,2017,0,1,1,1,4,1,1,2,0,309
2014,2017,0,1,0,1,4,3,19,2,0,752
2014,2017,0,1,1,4,1,3,3,2,0,0
2014,2017,0,1,1,1,3,1,23,0,1,737
2014,2017,0,1,1,1,3,3,3,2,0,65
2014,2017,0,1,1,1,6,6,22,0,0,247
2014,2017,0,1,1,1,3,4,5,2,0,0
2014,2017,0,1,1,0,6,0,6,0,1,260
2014,2017,0,1,1,0,3,3,8,0,1,0
2014,2017,0,1,1,1,3,1,23,2,0,626
2014,2017,0,1,1,4,3,1,1,0,0,181
2014,2017,0,1,0,3,1,3,3,0,1,0
2014,2017,1,1,1,0,4,3,8,2,0,872
2014,2017,0,1,1,1,3,6,22,0,0,0
2014,2017,0,0,0,1,0,4,5,2,0,0
2014,2017,0,1,1,1,3,4,5,0,1,468
2014,2017,0,1,1,1,3,3,3,0,1,0
2014,2017,0,1,1,1,1,4,5,0,1,0
2014,2017,0,1,1,0,1,4,5,0,1,0
2014,2017,0,1,1,3,0,6,22,0,1,847
2014,2017,1,1,1,1,4,0,0,0,0,0
2014,2017,0,1,1,4,3,4,5,0,0,0
2014,2017,0,1,1,1,1,0,0,0,0,0
2014,2017,1,1,1,0,4,3,3,2,0,306
2014,2017,0,1,1,0,4,0,6,2,1,229
2014,2017,1,1,1,1,3,0,0,2,0,0
2014,2017,0,1,0,1,1,4,5,0,1,0
2014,2017,1,1,1,1,3,4,5,0,1,316
2014,2017,0,1,0,4,1,4,5,0,0,0
2014,2017,0,1,1,0,3,3,9,0,1,0
2014,2017,1,1,1,1,1,4,5,0,1,0
2014,2017,1,1,1,0,3,3,9,0,0,49
